cycle,current_A,capacity_mAh,degradation_pct,ocv_V,median_discharge_V,internal_resistance_mOhm,temperature_C,coulombic_efficiency,energy_Wh
97,0.5,952.4012072946585,4.75987927053414,3.6957746963495945,3.6435641915358987,107.31209348338216,25.772651198955625,0.9990291416058958,3.4701349348743764
98,0.5,952.0878850161766,4.791211498382331,3.6999246624433644,3.644553717441114,107.43899812668238,25.8998198586546,0.9989519573200094,3.469935440666354
99,0.5,951.7768577496113,4.822314225038871,3.6963135317109783,3.646119479567734,107.56462732485114,25.812426906647637,0.9989916191632442,3.4702921412426257
100,0.5,951.4680969858666,4.853190301413335,3.6947052581670925,3.642545734418115,107.68900646051574,25.382316761583603,0.998945234330018,3.46576605811079
101,0.5,951.1615745699924,4.88384254300076,3.6957734259653425,3.642606828002017,107.81216016605337,24.940833225513405,0.9990093810148034,3.464707646061804
102,0.5,950.8572626967846,4.914273730321539,3.697399255001227,3.641678619617481,107.93411235287044,25.89393533089225,0.9990218291640418,3.462716563870883
103,0.5,950.5551339064415,4.944486609355847,3.6958207397434566,3.6397832467585105,108.05488623926716,25.797116871210005,0.9989153677506006,3.4598146515129584
104,0.5,950.255161080272,4.974483891972792,3.696350064805308,3.6403696730343995,108.17450437696903,25.615248959681903,0.9990016420404053,3.4592800700410407
105,0.5,949.9573174364593,5.004268256354072,3.6970710148761166,3.6463290647665745,108.29298867640085,25.668418910389605,0.9989752503874391,3.4638569768562486
106,0.5,949.6615765258749,5.033842347412509,3.6945579847764374,3.6425183539516235,108.41036043077384,25.76415824946979,0.9990634547629591,3.459159722538134
107,0.5,949.3679122279475,5.0632087772052525,3.6954671650667734,3.6412830990175045,108.52664033905275,25.59382076215039,0.9989864480284661,3.456917333545159
108,0.5,949.0762987465803,5.092370125341972,3.696965358347449,3.6375008156126727,108.6418485278643,25.864638517350553,0.9990234031507095,3.4522658107693425
109,0.5,948.7867106061208,5.121328939387926,3.699188149438085,3.6515588702513653,108.7560045724052,25.527166984766414,0.9989888499840356,3.464550529090395
110,0.5,948.4991226473802,5.150087735261977,3.69692951448909,3.6483215070830135,108.86912751640416,25.10920551175095,0.9990148598270817,3.4604297486038065
111,0.5,948.213510023702,5.178648997629798,3.6939511478665255,3.6317158175745616,108.98123589118866,25.028035876839333,0.9989213972865003,3.4436420027909738
112,0.5,947.9298481970803,5.207015180291963,3.6990138417706664,3.641862586664817,109.09234773390426,25.571762702215576,0.9989322243619909,3.4522302489318064
113,0.5,947.6481129343246,5.2351887065675395,3.698080787732509,3.640173662856541,109.20248060493121,26.041009938515835,0.998940659015001,3.449603702359229
114,0.5,947.3682803032742,5.263171969672575,3.6953124419422396,3.6410248392761764,109.31165160454061,25.65884193767693,0.9990614630758663,3.449391440526577
115,0.5,947.0903266690585,5.290967333094143,3.69706623417633,3.6387327926168322,109.41987738882956,25.489042274913963,0.9989615036599744,3.4462086292208913
116,0.5,946.8142286904041,5.318577130959589,3.6982589381636872,3.6446467300976377,109.52717418497195,25.6270398359535,0.9990335375038574,3.450803382606398
117,0.5,946.5399633159873,5.346003668401266,3.6957354049646027,3.6405099248167563,109.63355780582083,25.722799549871414,0.9990663804927096,3.44588813068754
118,0.5,946.2675077808325,5.373249221916754,3.696578984106203,3.6406570655478117,109.73904366389414,25.360534602972027,0.9990241883234515,3.4450354881006064
119,0.5,945.9968396027556,5.40031603972444,3.6955845196276713,3.641693751288887,109.84364678477556,25.109517032883087,0.9990419593479408,3.445030779520391
120,0.5,945.7279365788501,5.4272063421149985,3.694079800658754,3.636774082658048,109.94738181995926,26.00328862617008,0.9989229907489156,3.4393988489956357
121,0.5,945.4607767820189,5.45392232179811,3.696568736536175,3.6417663732498333,110.05026305916572,25.391861527428716,0.999056775221506,3.443147264111423
122,0.5,945.1953385575473,5.480466144245266,3.6997092769181017,3.6387182721862392,110.1523044421552,25.262445767923307,0.9990299544672675,3.439299549194606
123,0.5,944.9316005197204,5.506839948027964,3.694089847760449,3.6377971759147165,110.25351957006295,25.741722769357292,0.9990240496469728,3.437469507803212
124,0.5,944.6695415484801,5.533045845151996,3.6962336673040865,3.6413423692053533,110.35392171627878,25.475551553366284,0.9990539895084931,3.4398652265382776
125,0.5,944.4091407861263,5.559085921387375,3.6956739207333644,3.6414663574776456,110.45352383689347,25.560794288310746,0.9989946018888224,3.439034113867048
126,0.5,944.1503776340576,5.5849622365942375,3.696312696449244,3.6405491346441825,110.5523385807324,25.415865742536848,0.9990290206397119,3.4372258402696465
127,0.5,943.8932317495522,5.610676825044781,3.69946167873845,3.644865933882291,110.65037829899521,25.9454148678386,0.9990310176797502,3.4403642856260053
128,0.5,943.6376830425899,5.636231695741012,3.698474232544537,3.644010475271354,110.7476550545209,25.795105755423293,0.9990322289350296,3.4386256018679875
129,0.5,943.3837116727124,5.66162883272876,3.6967406873515687,3.6383968418549264,110.8441806306948,25.744297363479635,0.9988945220875659,3.432404317207375
130,0.5,943.131298045924,5.6868701954076,3.696576077405245,3.6423462111441305,110.9399665400144,26.113651375751328,0.998996421006727,3.435210710049017
131,0.5,942.8804228116289,5.711957718837102,3.698429105011061,3.6429099804523224,111.03502403232963,25.441528524757384,0.9989182024426855,3.4348285026335885
132,0.5,942.6310668596092,5.736893314039082,3.6946183952553024,3.634955270047976,111.12936410277192,25.944398057441493,0.9989783049800007,3.4264217641922823
133,0.5,942.3832113170367,5.761678868296327,3.6976836224590532,3.6422924179988545,111.2229974993864,26.07321486341664,0.9990416096395445,3.4324352254294554
134,0.5,942.1368375455263,5.786316245447365,3.6952375342371777,3.6387566189891025,111.31593473048036,25.6058657096819,0.9989074486819273,3.4282066536122446
135,0.5,941.8919271382223,5.810807286177766,3.6978639499190953,3.6457262412478255,111.40818607170067,25.76950005404631,0.9989637689605061,3.4338801151873017
136,0.5,941.6484619169224,5.8351538083077585,3.698680717772795,3.635895950119323,111.49976157285155,25.83038541592347,0.9989955070558479,3.4237358291198277
137,0.5,941.4064239292378,5.859357607076221,3.6953426713267032,3.6437220593867488,111.59067106446506,26.074077768573492,0.9989751992804722,3.430223353719357
138,0.5,941.1657954457877,5.883420455421229,3.6962965557466436,3.639292021773931,111.68092416413364,25.63493545597514,0.9989227614322282,3.4251771705323706
139,0.5,940.9265589574295,5.907344104257051,3.699215490444839,3.646414225754403,111.77053028261629,26.03373561362755,0.998933368918297,3.4310079899725103
140,0.5,940.6886971725222,5.931130282747777,3.700603012159618,3.6506137586414265,111.8594986297271,25.856417150700388,0.998942788967393,3.4340911004964876
141,0.5,940.4521930142256,5.954780698577444,3.6946942714137654,3.639975998197023,111.94783822001577,25.531810043631012,0.9989862037415015,3.4232234100235353
142,0.5,940.2170296178306,5.97829703821694,3.698590311196644,3.6380520610264697,112.03555787824884,26.413147180107288,0.9990661639918783,3.420558502413334
143,0.5,939.9831903281258,6.001680967187417,3.6939248197204124,3.6336225627153214,112.1226662447,25.73211630107502,0.9989361856971278,3.415544128949408
144,0.5,939.7506586967936,6.024934130320636,3.695857597867987,3.632009454081633,112.20917178025718,25.754246526296548,0.999077799966436,3.4131832768661963
145,0.5,939.5194184798407,6.048058152015923,3.6941379757073154,3.6371712278111503,112.2950827713542,25.381688668289165,0.9990194833048335,3.4171929968647405
146,0.5,939.2894536350603,6.071054636493967,3.6959067288396095,3.64553872435122,112.3804073347342,25.896337547317533,0.9989688767158739,3.4242160766013123
147,0.5,939.0607483195245,6.093925168047553,3.697444189890683,3.639692929302093,112.46515342205143,25.438207546654223,0.9990024973884895,3.4178927658437055
148,0.5,938.83328688711,6.116671311289002,3.6959802596168094,3.6402045403556667,112.54932882431822,25.958351485482307,0.9989617983021346,3.417545193563492
149,0.5,938.6070538860522,6.139294611394785,3.697159575978148,3.646056195109476,112.63294117620319,25.51908871251102,0.9990740998467902,3.4222140635946943
150,0.5,938.3820340565322,6.1617965943467805,3.695817315541413,3.637159436623772,112.71599796018657,26.585309028488396,0.9989948939387991,3.413045070326926
151,0.5,938.1582123282907,6.184178767170934,3.69903029874888,3.6450838282163445,112.79850651057845,25.358678695345223,0.9989930981227898,3.419665328066208
152,0.5,937.9355738182745,6.206442618172547,3.6952254949097556,3.634759880116065,112.88047401740545,25.337058018675496,0.9989920859407576,3.4091705938483043
153,0.5,937.7141038283112,6.228589617168878,3.697443352251297,3.6421344030419203,112.96190753017036,25.78253714773737,0.9989469598653054,3.4152807977707154
154,0.5,937.4937878428113,6.250621215718866,3.6942759049073346,3.636089016143211,113.04281396149058,25.57008343906378,0.9989766362674349,3.40881086467774
155,0.5,937.2746115265013,6.272538847349873,3.6961907025236527,3.636941137983511,113.12320009061922,25.81609924538528,0.9989486982837898,3.4088125922482466
156,0.5,937.0565607221828,6.29434392778172,3.696214448832827,3.641134175673264,113.20307256685385,25.944866141613197,0.9990102361151532,3.411948667784389
157,0.5,936.8396214485216,6.316037855147838,3.6929063481316957,3.6351290396795415,113.28243791283708,25.980164670162093,0.9990186009801224,3.4055329134499095
158,0.5,936.623779897862,6.337622010213795,3.693001420068392,3.6367983035659694,113.3613025277529,26.264783337416635,0.9989775266080666,3.4063117738120905
159,0.5,936.40902243407,6.359097756592991,3.695995025123091,3.6406265594239575,113.43967269042284,25.982706883758663,0.9990201032960843,3.4091155575577
160,0.5,936.195335590402,6.380466440959798,3.696316547863594,3.640015258793499,113.51755456230579,25.679552383143406,0.9989777638212176,3.4077653067603637
161,0.5,935.9827060674014,6.401729393259858,3.6986652064385814,3.6412552200764012,113.59495419040479,25.869430716155613,0.998961624831404,3.408151914369161
162,0.5,935.7711207308201,6.422887926917986,3.6977206390087307,3.6383206630207003,113.67187751008454,26.1988649442299,0.9989392656160012,3.404635404412981
163,0.5,935.5605666095656,6.443943339043434,3.6940180717462874,3.6377617249586685,113.7483303478025,25.970482412309114,0.9990009064365792,3.4033464205929227
164,0.5,935.351030893676,6.464896910632401,3.6982461360953995,3.64009648898792,113.82431842375725,26.07004093501104,0.9989404519938754,3.4047680035273014
165,0.5,935.142500932316,6.485749906768401,3.698626888115337,3.6435743404373686,113.8998473544568,26.103812772463115,0.9989952510674226,3.407261221049415
166,0.5,934.9349642318027,6.506503576819722,3.6945248989656303,3.6365553229530234,113.97492265520945,26.099105267118933,0.9989848122225947,3.3999427207920565
167,0.5,934.7284084536515,6.5271591546348535,3.6963311938321626,3.635226960440487,114.04954974254073,26.008613908248588,0.9989510893447786,3.3979499111003415
168,0.5,934.5228214126493,6.54771785873508,3.6939046961772544,3.6363787730404264,114.1237339365384,25.403048724216216,0.9990205284995204,3.398278950706807
169,0.5,934.3181910749494,6.56818089250506,3.6977631172598797,3.6405040687305754,114.19748046312827,25.667579633348712,0.9989382458446936,3.4013891760973443
170,0.5,934.1145055561931,6.588549444380687,3.6957446242264353,3.631338025804785,114.27079445628326,26.02557160635088,0.9990186501726276,3.392085524482039
171,0.5,933.9117531196508,6.60882468803492,3.6954109154901476,3.636755867901835,114.34368096016816,26.031733034713458,0.9990028750604949,3.3964090482603795
172,0.5,933.7099221743891,6.629007782561091,3.6982108988341955,3.641058016406224,114.41614493122225,25.775929847396988,0.9989621938905585,3.3996919971310913
173,0.5,933.5090012734595,6.649099872654052,3.696374431560128,3.643798937065028,114.4881912401816,25.892489437135122,0.9989325450956014,3.4015191065808676
174,0.5,933.3089791121097,6.669102088789036,3.6942583255064614,3.63068940935077,114.55982467404394,26.093223913590027,0.9989170194998216,3.388555026114316
175,0.5,933.1098445260172,6.689015547398281,3.693519571616336,3.6302760028048833,114.63104993797688,25.664603486125092,0.9990134207238469,3.387446276563796
176,0.5,932.9115864895452,6.70884135104548,3.6933519869561224,3.6307521241173277,114.70187165717287,26.059193225905247,0.9989678557212675,3.3871707242605824
177,0.5,932.7141941140197,6.728580588598032,3.6968272316738817,3.64166276389928,114.77229437865107,26.008878892268637,0.9989199405301095,3.3966305500653506
178,0.5,932.5176566460271,6.748234335397285,3.6957034594763076,3.639783076630253,114.84232257300944,25.8422461700245,0.9989128697947572,3.3941619853191103
179,0.5,932.3219634657361,6.767803653426396,3.6981445419296954,3.6394428186820784,114.91196063612763,25.90008813913271,0.9989854552549436,3.3931324746349483
180,0.5,932.1271040852362,6.787289591476386,3.6979885709601326,3.641288823770591,114.98121289082283,25.928603632664313,0.9990186780958348,3.394144006439217
181,0.5,931.9330681468997,6.806693185310031,3.700210033074429,3.646848350054516,115.05008358845994,26.236147140489113,0.9989283716902928,3.398618571932764
182,0.5,931.7398454217644,6.826015457823564,3.7034085082114365,3.642253248400162,115.11857691051776,25.92845912894426,0.9989494055402885,3.393632478651286
183,0.5,931.5474258079331,6.8452574192066855,3.6991466292715223,3.6428140010128933,115.18669697011232,25.61757679685821,0.9989976936445774,3.3934540053406583
184,0.5,931.3557993289974,6.864420067100263,3.696975159295438,3.6383924863180224,115.25444781347906,25.685371634634212,0.9989479769005305,3.38863794236734
185,0.5,931.1649561324771,6.883504386752293,3.6949961993297,3.6374034772058126,115.32183342141502,25.901169872233833,0.9990209038773551,3.38702264928847
186,0.5,930.9748864882819,6.902511351171814,3.6939585981931917,3.631070008732323,115.38885771068234,25.84103910969637,0.9990515016751762,3.3804349892105794
187,0.5,930.7855807871903,6.921441921280969,3.6947008222329303,3.643995486628617,115.45552453537438,26.216016698886886,0.9989257501253592,3.391778455407517
188,0.5,930.5970295393489,6.940297046065114,3.6941672493787947,3.6371364479488535,115.52183768824553,25.72099253760028,0.9991026146469374,3.3847083744905015
189,0.5,930.4092233727889,6.959077662721114,3.693842771840581,3.63809170175743,115.58780090200607,26.51803896707804,0.9989783399796498,3.384914074791119
190,0.5,930.2221530319616,6.977784696803835,3.693821606931155,3.63517569897904,115.65341785058287,26.194379204954508,0.9990275018903574,3.3815209653537486
